centile,observations,WM-hypointensities
0.75,102,994.76181177472
0.75,514,1607.824406151649
0.75,415,1442.6060115557596
0.75,214,1286.164764282301
0.75,805,1350.3398015226273
0.75,634,1431.8105180531404
0.75,820,1519.9921598320398
0.75,121,1733.0781855399136
0.75,878,1787.9489436527367
0.75,156,1423.8036222042297
0.75,653,1550.1743980877923
0.75,260,1398.3944694312386
0.75,384,1607.824406151649
0.75,609,2135.7893300874475
0.75,764,1873.3725667847361
0.75,104,1172.3846191727785
0.75,588,1225.8024024340177
0.75,1039,1258.8929340370914
0.75,799,1211.4726165724248
0.75,122,1692.5650780828184
0.75,780,1192.5929159901812
0.75,590,1266.3155098911132
0.75,858,1456.9880072055364
0.75,336,1115.0438219302198
0.75,645,2114.9146574839697
0.75,63,1308.2699180993543
0.75,538,1607.824406151649
0.75,550,1773.3571790678661
0.75,1015,1648.9510957812504
0.75,1071,1136.754065516694
0.75,94,953.143924608417
0.75,213,1409.9308958506347
0.75,865,1944.142676990078
0.75,546,1454.1424379751566
0.75,230,1256.2489276741433
0.75,345,819.5253072437894
0.75,127,1226.6190688883034
0.75,379,1468.0151643287504
0.75,283,1270.1216540277378
0.75,1058,973.4678623933214
0.75,419,1596.2879797322523
0.75,71,1813.475459239025
0.75,447,1427.502056871656
0.75,327,1089.3721137651576
0.75,326,817.805271758165
0.75,365,1607.824406151649
0.75,319,1244.7125012547467
0.75,310,1398.3944694312386
0.75,187,1229.6085465706424
0.75,438,1427.502056871656
0.75,663,1240.906357118122
0.75,93,936.0038270935836
0.75,994,1487.2425870010568
0.75,56,1175.4413737679088
0.75,132,1380.301037064795
0.75,666,1377.8024011239097
0.75,391,1427.502056871656
0.75,40,6306.598103552436
0.75,277,1380.301037064795
0.75,641,2010.328904148435
0.75,202,1380.301037064795
0.75,1013,1657.5954722153758
0.75,618,4892.7191839992565
0.75,24,3687.702813670394
0.75,54,3284.186262469305
0.75,801,1358.5811294331654
0.75,847,1842.5891219205505
0.75,340,1199.7380524887378
0.75,771,1590.0739144346676
0.75,1023,1686.6489108698959
0.75,1062,994.3212862383668
0.75,372,1424.9902917108075
0.95,459,1979.9741783151394
0.95,995,1587.3219838874388
0.95,432,1762.9311262591532
0.95,288,1605.4120870861911
0.95,23,2392.524914072
0.95,1073,1331.5686803082951
0.95,579,2992.4912653381734
0.95,516,1773.00608542995
0.95,248,1741.3913326621082
0.95,752,6002.545362739522
0.95,380,1919.1286538025538
0.95,382,1979.9741783151394
0.95,1033,1590.6638898710135
0.95,68,1500.0919784811567
0.95,554,2982.8314332111513
0.95,250,1587.7093644856168
0.95,92,1741.478175237849
0.95,236,1587.7093644856168
0.95,239,1782.0806680141238
0.95,747,7606.5307635659365
0.95,240,1575.1125751289364
0.95,238,1721.3022484116218
0.95,83,2394.476132815162
0.95,845,1811.3082078115829
0.95,85,1259.2291141032092
0.95,560,2746.0964549130185
0.95,464,1939.2848429631213
0.95,210,1587.7093644856168
0.95,623,4628.885028014481
0.95,999,1796.0504672667762
0.95,207,1605.4120870861911
0.95,624,1678.1668646953005
0.95,34,6568.612794452063
0.95,448,1765.4466856260628
0.95,602,3631.5784533259502
0.95,642,2557.0805384897276
0.95,746,4494.954957058918
0.95,617,1717.4961042750006
0.95,1067,1319.2088534786872
0.95,505,1826.292210138649
0.95,674,1720.7992643547777
0.95,304,1741.3913326621082
0.95,604,2758.8069210258955
0.95,82,1606.9524121841453
0.95,1077,1311.412491147728
0.95,101,1238.7624059201921
0.95,306,1810.6824393905786
0.95,135,1628.3986998376345
0.95,817,1719.3944155547351
0.95,592,3337.7110409921324
0.95,431,1826.292210138649
0.95,289,1605.4120870861911
0.95,453,1765.4466856260628
0.95,8,2308.9663255147434
0.95,822,1533.2712654874513
0.95,10,2426.5269233507606
0.95,875,2128.4724424780775
0.95,508,1926.6880536064425
0.95,1018,2595.462248780831
0.95,402,1939.2848429631213
0.95,686,1473.4073185185916
0.95,291,1657.0004712140878
0.95,1032,1946.3224300326979
0.95,322,1567.553175325048
0.95,776,1532.1416265025275
0.95,154,1575.349537656008
0.95,681,1708.740220253164
0.95,1050,1319.2088534786872
0.95,211,1605.4120870861911
0.95,67,1666.6812550367772
0.95,89,1246.5587682511512
0.95,519,2008.5759496915919
0.95,117,2038.0691066411118
0.95,481,1826.292210138649
0.95,507,1785.6028747866303
0.95,814,1531.242681813762
0.95,529,2008.5759496915919
0.95,584,1624.5925557010094
0.95,831,1536.9448810230165
0.95,680,1639.4491135246913
0.95,381,1854.8939815151016
0.95,386,1803.3055973872051
0.95,522,1785.6028747866303
0.95,20,2295.1579268259857
0.95,177,1587.7093644856168
0.95,159,1741.3913326621082
0.95,677,1503.4698679487738
0.95,495,1854.8939815151016
0.95,325,1531.8751488572698
0.95,988,1792.1095090457895
0.95,203,1728.7945433054301
0.95,1004,1766.650090164208
0.95,610,5380.120612822721
0.95,241,1728.7945433054301
0.95,61,1868.657827021967
0.95,475,1773.00608542995
0.95,883,2282.0873057444796
0.95,188,1575.1125751289364
0.95,90,1461.2056860883993
0.95,138,1575.1125751289364
0.95,206,1587.7093644856168
0.95,196,1575.349537656008
0.95,784,1758.438443059894
0.95,644,5202.706982161554
0.95,812,2334.3352390119053
0.95,796,1930.2419625571745
0.95,842,2176.1816895217125
0.95,234,1759.0940552626835
0.95,630,2619.3725535028107
0.95,774,1686.1815982224005
0.95,772,1796.4154180018897
0.95,823,1694.8390269630909
0.95,179,1759.0940552626835
0.95,3,2332.5554001972096
0.95,389,1956.987565563697
0.95,281,1605.4120870861911
0.95,551,2760.7223755918585
0.95,317,1605.4120870861911
0.95,414,1773.00608542995
0.95,543,1785.6028747866303
0.95,454,1765.5137905361435
0.95,1035,1723.8791498644894
0.95,581,2465.6905853263183
0.95,130,1759.0940552626835
0.95,532,1926.6880536064425
0.95,879,2148.56152672856
0.95,613,1601.6059429495665
0.95,38,2052.8775634676294
0.95,226,1587.7093644856168
0.95,200,1587.7093644856168
0.95,791,1692.2784711459985
0.95,347,1761.4762951020784
0.95,743,4494.954957058918
0.95,1031,1946.3224300326979
0.95,307,1741.3913326621082
0.95,358,1765.5137905361435
0.95,152,1628.3986998376345
0.95,137,1721.2351435015398
0.95,428,2008.5759496915919
0.95,411,1939.2848429631213
0.95,506,1826.292210138649
0.95,578,1636.0560214798556
0.95,655,10627.153492322539
0.95,452,1803.3055973872051
0.95,218,1657.0004712140878
0.95,312,1728.7945433054301
0.95,333,1163.5462628435305
0.95,1065,1465.1615642343024
0.95,180,1657.0004712140878
0.95,373,2004.14811020686
0.95,169,1759.0940552626835
0.95,1052,1502.8541111253674
0.95,359,1826.292210138649
0.95,753,6228.640129679565
0.95,272,1565.037615958139
0.95,115,2038.0691066411118
0.95,352,1803.3055973872051
0.95,567,2012.993161927371
0.95,1047,1311.412491147728
0.95,662,1563.8141360985062
0.95,245,1575.349537656008
0.95,770,2524.353080847538
0.95,480,1773.2430479570228
0.95,96,1614.8876542648914
0.95,99,1539.747194440135
0.95,670,1738.5019869553544
0.95,871,2125.8897782010836
0.95,21,2425.9731157397046
0.95,330,1309.4989735991458
0.95,996,1702.0973419429174
0.95,69,1683.9741986549084
0.95,444,1803.3055973872051
0.95,443,1826.292210138649
0.95,126,2038.0691066411118
0.95,107,2089.883025141253
0.95,540,1926.6880536064425
0.95,300,1628.3986998376345
0.95,760,1531.0508773251331
0.95,790,1696.9216081668762
0.95,395,1916.6130944356441
0.95,28,7376.077581651375
0.95,687,1485.7671453481992
0.95,257,1741.3913326621082
0.95,420,1785.91339380908
0.95,95,1236.246846553283
0.95,577,2310.9190850905206
0.95,111,2050.6658959977913
0.95,303,1575.1125751289364
0.95,1021,1989.407489696505
0.95,572,2208.964083292937
0.95,616,2323.483758449238
0.95,512,1979.9741783151394
0.95,850,1478.5045331350354
0.95,7,2219.44439530476
0.95,229,1628.3986998376345
0.95,573,2105.217116028723
0.95,832,1903.3293497528944
0.95,429,1803.3055973872051
0.95,301,1587.7093644856168
0.95,114,2068.269358638372
0.95,755,4858.763773122856
0.95,258,1587.7093644856168
0.95,400,1803.3055973872051
0.95,134,1810.6824393905786
0.95,668,1698.1275158273013
0.95,1059,1319.2088534786872
0.95,859,2389.2741076726743
0.95,237,1567.553175325048
0.95,503,1926.6880536064425
0.95,285,1605.4120870861911
0.95,1019,2595.133884286014
0.95,523,1785.6028747866303
0.95,408,1926.6880536064425
0.95,600,1724.9883991688025
0.95,417,1762.9311262591532
0.95,55,4772.792712179574
0.95,667,1700.6430751942107
0.95,123,2433.0354454645158
0.95,631,2372.745674521791
0.95,775,2266.1318854319784
0.95,1048,1331.5686803082951
0.95,1027,2828.9759743209506
0.95,596,5891.246406993935
0.95,568,2606.6620873899356
0.95,818,2100.9492263581596
0.95,586,2865.717565235763
0.95,256,1741.3913326621082
0.95,992,1741.0039520639314
0.95,406,1785.6028747866303
0.95,290,1759.0940552626835
0.95,393,1803.3055973872051
0.95,244,1741.3913326621082
0.95,987,1675.2514859268597
0.95,13,2238.7304486784833
0.95,881,2128.405337567993
0.95,547,2008.5759496915919
0.95,1070,1319.2088534786872
0.95,19,2314.5223231616637
0.95,263,1605.4120870861911
0.95,466,1956.987565563697
0.95,266,1587.7093644856168
0.95,157,1605.4120870861911
0.95,863,1632.500948904127
0.95,387,1919.1286538025538
0.95,542,1803.3055973872051
0.95,1016,2103.827323203377
0.95,162,1587.7093644856168
0.95,222,1567.553175325048
0.95,811,1692.9991724678182
0.95,357,1956.987565563697
0.95,323,1741.3913326621082
0.95,163,1759.0940552626835
0.95,427,1919.1286538025538
0.95,217,1628.3986998376345
0.95,223,1605.4120870861911
0.95,91,1477.4638305009908
0.95,30,1922.1822080425836
0.95,182,1575.1125751289364
0.95,675,1721.1097833772283
0.95,298,1565.037615958139
0.95,15,2522.266902798075
0.95,27,2052.8775634676294
0.95,363,1926.6880536064425
0.95,231,1728.7945433054301
0.95,335,1368.8051869930937
0.95,520,1919.1286538025538
0.95,273,1605.4120870861911
0.95,367,1765.4466856260628
0.95,184,1628.3986998376345
0.95,664,3072.339497600252
0.95,1037,1871.1819702079401
0.95,255,1587.7093644856168
0.95,778,1541.73768578793
0.95,815,1926.3257041902357
0.95,824,1691.5900040796141
0.95,1051,1465.1615642343024
0.95,224,1741.3913326621082
0.95,5,2270.144580365944
0.95,1014,1997.203852027466
0.95,565,1588.796216876695
0.95,461,1939.2848429631213
0.95,763,2079.98984665466
0.95,1038,1723.9462547745707
0.95,880,2289.64670554837
0.95,49,2015.0186517064897
0.95,750,4858.763773122856
0.95,490,1803.3055973872051
0.95,509,1826.292210138649
0.95,544,1826.292210138649
0.95,58,3087.669247116389
0.95,355,1765.4466856260628
0.95,1020,2798.406133029871
0.95,629,2918.6575294237573
0.95,362,1785.6028747866303
0.95,786,1583.5726589794604
0.95,862,2148.3845902845997
0.95,757,1818.6779017033227
0.95,356,1854.8939815151016
0.95,399,1773.00608542995
0.95,484,2008.5759496915919
0.95,145,1575.1125751289364
0.95,175,1628.3986998376345
0.95,295,1605.4120870861911
0.95,404,1773.00608542995
0.95,785,2635.866606281109
0.95,827,1576.128739028255
0.95,605,3635.442127386271
0.95,658,2375.356517582309
0.95,672,1720.7992643547777
0.95,458,1773.00608542995
0.95,806,1834.7430199311
0.95,619,9304.615245293762
0.95,486,1939.2848429631213
0.95,72,1492.5325786772692
0.95,233,1741.3913326621082
0.95,48,2052.7783035076345
0.95,271,1605.4120870861911
0.95,434,1765.4466856260628
0.95,305,1741.3913326621082
0.95,140,1718.7195841346315
0.95,861,1641.6850155810623
0.95,262,1605.4120870861911
0.95,647,1802.4484557692244
0.95,144,1782.0806680141238
0.95,874,2279.5717463775754
0.95,267,1810.6824393905786
0.95,151,1759.0940552626835
0.95,869,2135.964737371878
0.95,191,1567.553175325048
0.95,868,2289.64670554837
0.95,566,3059.629031487373
0.95,997,1766.650090164208
0.95,759,2482.2685959112523
0.95,439,1773.00608542995
0.95,657,3213.24023910048
0.95,445,1854.8939815151016
0.95,418,1785.6028747866303
0.95,633,1601.6059429495665
0.95,497,1854.8939815151016
0.95,793,2214.58964075704
0.95,53,1881.4928726905664
0.95,44,1881.4928726905664
0.95,843,1478.5632970187858
0.95,195,1605.4120870861911
0.95,482,1765.4466856260628
0.95,160,1718.7195841346315
0.95,194,1741.3913326621082
0.95,116,2050.6658959977913
0.95,284,1575.1125751289364
0.95,1076,1370.7858094517583
0.95,837,2446.1926358570004
0.95,294,1728.7945433054301
0.95,171,1587.7093644856168
0.95,594,3213.24023910048
0.95,1002,1719.3902855610488
0.95,1001,1587.3219838874388
0.95,153,1567.553175325048
0.95,456,1826.292210138649
0.95,65,1760.6343803606358
0.95,569,2992.4912653381734
0.95,659,1563.7470311884254
0.95,376,1979.9741783151394
0.95,62,1675.9326560879613
0.95,315,1587.7093644856168
0.95,483,1803.3055973872051
0.95,351,1803.3055973872051
0.95,534,1919.1286538025538
0.95,377,1803.3055973872051
0.95,695,1485.7671453481992
0.95,18,2075.151782340279
0.95,165,1587.7093644856168
0.95,409,1773.2430479570228
0.95,110,2338.784335512558
0.95,103,1690.8068323332075
0.95,199,1575.1125751289364
0.95,337,1163.5462628435305
0.95,235,1605.4120870861911
0.95,369,1785.6028747866303
0.95,190,1741.3913326621082
0.95,622,2511.001596547225
0.95,789,1531.0521762446617
0.95,1061,1485.5611675072369
0.95,765,1576.128739028255
0.95,835,1711.4538347922862
0.95,136,1759.0940552626835
0.95,661,2323.483758449238
0.95,500,1956.987565563697
0.95,193,1575.1125751289364
0.95,118,2091.3552313498094
0.95,691,1639.4491135246913
0.95,166,1587.7093644856168
0.95,173,1587.7093644856168
0.95,1028,1731.6755121954493
0.95,164,1721.2351435015398
0.95,148,1567.6202802351306
0.95,450,1919.1286538025538
0.95,430,1939.2848429631213
0.95,1000,1741.0039520639314
0.95,612,3491.393009168618
0.95,478,1803.3055973872051
0.95,571,2992.4912653381734
0.95,232,1575.1125751289364
0.95,782,1831.4959240206363
0.95,559,2003.080991488563
0.95,773,1703.1824798723262
0.95,558,1588.796216876695
0.95,216,1759.0940552626835
0.95,671,1700.6430751942107
0.95,31,1922.1822080425836
0.95,583,5891.246406993935
0.95,278,1718.7195841346315
0.95,422,1826.292210138649
0.95,332,1423.8517021959392
0.95,32,6188.836059335501
0.95,265,1628.3986998376345
0.95,1040,1567.6816223210867
0.95,433,1803.3055973872051
0.95,1011,2172.8075671071974
0.95,597,1563.8141360985062
0.95,585,1827.907874650806
0.95,316,1628.3986998376345
0.95,991,1548.4153737664255
0.95,168,1605.4120870861911
0.95,42,4681.245653654913
0.95,625,3102.9086672011435
0.95,1053,1308.8969317808192
0.95,650,2573.6596797659554
0.95,673,1721.1097833772283
0.95,471,1765.4466856260628
0.95,374,1850.466142030371
0.95,174,1587.7093644856168
0.95,807,2278.2394339078487
0.95,836,1686.6778581083195
0.95,451,1773.00608542995
0.95,809,2000.1597423997691
0.95,615,2477.311519379888
0.95,192,1759.0940552626835
0.95,80,1492.5325786772692
0.95,74,1551.905896981299
0.95,77,1646.214546853762
0.95,348,1176.2166086955885
0.95,632,1571.306430992312
0.95,76,1666.6812550367772
0.95,745,7036.104916878879
0.95,208,1759.0940552626835
0.95,407,1826.292210138649
0.95,84,1246.3218057240795
0.95,580,1717.4961042750006
0.95,455,1773.00608542995
0.95,119,2091.3552313498094
0.95,601,1778.2745238775005
0.95,798,1688.4169410873665
0.95,489,1785.6028747866303
0.95,469,1939.2848429631213
0.95,472,1826.292210138649
0.95,561,1548.5210057086383
0.95,787,2127.1539243773004
0.95,882,2289.64670554837
0.95,1005,1642.3684990902839
0.95,401,1765.4466856260628
0.95,221,1741.3913326621082
0.95,802,2617.4455723213123
0.95,436,1939.2848429631213
0.95,344,1153.234341145662
0.95,603,2619.3725535028107
0.95,998,1528.0157704934913
0.95,276,1605.4120870861911
0.95,826,1907.5284003489787
0.95,249,1759.0940552626835
0.95,286,1565.037615958139
0.95,268,1721.2351435015398
0.95,1009,2136.7103100399568
0.95,473,1773.2430479570228
0.95,1044,1721.3635904975802
0.95,383,1785.6028747866303
0.95,176,1810.6824393905786
0.95,607,3635.442127386271
0.95,528,1854.8939815151016
0.95,533,1773.2430479570228
0.95,851,1505.298843076389
0.95,537,1926.6880536064425
0.95,485,1854.8939815151016
0.95,113,2038.0691066411118
0.95,530,1979.9741783151394
0.95,370,1773.00608542995
0.95,848,1645.5742498262728
0.95,990,1796.0504672667762
0.95,570,2699.3251309463985
0.95,1010,2543.5880406496763
0.95,844,2492.8943865435945
0.95,81,2794.5031127246043
0.95,251,1605.4120870861911
0.95,70,1492.599683587352
0.95,877,2135.964737371878
0.95,46,2052.8775634676294
0.95,243,1741.3913326621082
0.95,535,1939.2848429631213
0.95,620,2426.788584275963
0.95,1072,1502.8541111253674
0.95,589,1601.6059429495665
0.95,1056,1465.09445932422
0.95,689,1619.360029274206
0.95,1030,1744.3458580475058
0.95,368,1773.2430479570228
0.95,149,1587.7093644856168
0.95,767,1707.4029502697315
0.95,855,1654.3553614331217
0.95,371,1826.292210138649
0.95,170,1567.553175325048
0.95,794,2412.046389253097
0.95,98,1400.2407364276428
0.95,525,1803.3055973872051
0.95,608,1755.287911126058
0.95,756,3923.37307787636
0.95,75,1646.214546853762
0.95,1008,2798.406133029871
0.95,694,1657.151836125265
0.95,510,1762.9311262591532
0.95,598,1900.829076775608
0.95,493,1956.987565563697
0.95,0,2210.053873907388
0.95,6,2375.3283178765905
0.95,643,2465.6905853263183
0.95,849,1643.2785451326797
0.95,141,1721.3022484116218
0.95,97,1259.2291141032092
0.95,161,1628.3986998376345
0.95,1045,1577.993544018956
0.95,146,1567.553175325048
0.95,227,1575.1125751289364
0.95,228,1565.037615958139
0.95,424,1926.6880536064425
0.95,993,1548.4153737664255
0.95,128,1810.6824393905786
0.95,410,1765.4466856260628
0.95,341,1510.2465404820493
0.95,477,1773.00608542995
0.95,2,2269.899604780299
0.95,1075,1485.5611675072369
0.95,683,1473.1703559915195
0.95,853,1478.087857857854
0.95,575,1789.7379896563466
0.95,280,1565.037615958139
0.95,398,1956.987565563697
0.95,29,1922.1822080425836
0.95,215,1605.4120870861911
0.95,652,8949.752049010518
0.95,639,2221.6745494058127
0.95,860,2175.1491796007485
0.95,366,1926.6880536064425
0.95,299,1587.7093644856168
0.95,828,1728.3844876287199
0.95,287,1567.553175325048
0.95,388,1919.1286538025538
0.95,665,1738.5019869553544
0.95,494,1939.2848429631213
0.95,460,1956.987565563697
0.95,1064,1465.1615642343024
0.95,870,2734.1317321575
0.95,425,1826.292210138649
0.95,754,4494.954957058918
0.95,349,1317.2282310200223
0.95,338,1423.8517021959392
0.95,524,1803.3055973872051
0.95,552,2310.9190850905206
0.95,563,1888.118610662732
0.95,16,2758.856551250369
0.95,253,1628.3986998376345
0.95,769,1686.068892536122
0.95,627,2573.6596797659554
0.95,526,1824.8200039300914
0.95,43,2075.864176219075
0.95,1022,2143.089457872994
0.95,261,1721.2351435015398
0.95,852,2438.053768255359
0.95,1036,1721.3635904975802
0.95,172,1782.0806680141238
0.95,125,2050.6658959977913
0.95,1060,1472.8908216551786
0.95,531,1803.3055973872051
0.95,1063,1331.5686803082951
0.95,397,1979.9741783151394
0.95,498,1773.00608542995
0.95,1026,1972.8123988299994
0.95,296,1567.553175325048
0.95,768,1917.4189655292262
0.95,751,6779.806593623744
0.95,986,1719.4895455210426
0.95,342,1303.0527208560218
0.95,511,1939.2848429631213
0.95,59,1500.0919784811567
0.95,50,2022.8150140374494
0.95,1074,1472.8908216551786
0.95,649,8949.752049010518
0.95,638,1737.5851885254817
0.95,1,2284.7748028248507
0.95,270,1605.4120870861911
0.95,297,1575.1125751289364
0.95,155,1567.553175325048
0.95,819,1698.6940573080215
0.95,742,6002.545362739522
0.95,197,1605.4120870861911
0.95,1042,1577.993544018956
0.95,36,9602.204897635358
0.95,360,1826.292210138649
0.95,614,1584.213739371442
0.95,651,1563.7470311884254
0.95,808,1925.1528885017199
0.95,866,2136.201699898951
0.95,501,1979.9741783151394
0.95,685,1657.151836125265
0.95,637,2273.106616099475
0.95,158,1782.0806680141238
0.95,470,1919.1286538025538
0.95,556,1764.0918515560695
0.95,829,2492.900475361289
0.95,252,1741.3913326621082
0.95,1034,1570.1971816879961
0.95,797,1539.0296484863597
0.95,488,1803.3055973872051
0.95,781,1541.3611552636319
0.95,492,1939.2848429631213
0.95,139,1587.7093644856168
0.95,758,2477.0075731569586
0.95,37,2035.174840867058
0.95,688,1680.1384488767085
0.95,800,1539.317204291326
0.95,864,2049.1592004987183
0.95,821,1622.4805657421396
0.95,830,2488.109593682936
0.95,606,1864.731819708365
0.95,385,1785.6028747866303
0.95,35,4109.663774472368
0.95,479,1854.8939815151016
0.95,576,2643.6489660317384
0.95,41,1922.1822080425836
0.95,555,1734.4366424862387
0.95,189,1728.7945433054301
0.95,328,1215.123218816602
0.95,442,1979.9741783151394
0.95,840,2003.5728345862635
0.95,292,1605.4120870861911
0.95,17,2062.1999300250027
0.95,496,1979.9741783151394
0.95,329,1176.2166086955885
0.95,309,1575.1125751289364
0.95,421,1956.987565563697
0.95,440,1785.6028747866303
0.95,839,1732.5367228188388
0.95,9,2246.044032316895
0.95,834,1544.3087968324128
0.95,690,1657.151836125265
0.95,684,1503.4698679487738
0.95,467,1773.00608542995
0.95,100,1477.4638305009908
0.95,66,1512.9992868602872
0.95,1068,1319.2088534786872
0.95,463,1826.292210138649
0.95,112,2068.368618598368
0.95,353,1979.9741783151394
0.95,246,1741.3913326621082
0.95,595,2169.473425777934
0.95,167,1587.7093644856168
0.95,693,1657.0525761652711
0.95,45,9247.341701352101
0.95,131,1587.7093644856168
0.95,254,1782.0806680141238
0.95,762,1551.3652678264941
0.95,25,1922.1822080425836
0.95,491,1854.8939815151016
0.95,403,1939.2848429631213
0.95,541,1803.3055973872051
0.95,102,1386.0652262636431
0.95,514,1956.987565563697
0.95,415,1785.6028747866303
0.95,214,1657.0004712140878
0.95,805,1688.4169410873665
0.95,634,1802.4484557692244
0.95,820,1951.407604571545
0.95,121,2091.3552313498094
0.95,878,2128.4724424780775
0.95,156,1782.0806680141238
0.95,653,1981.5898428272997
0.95,260,1741.3913326621082
0.95,384,1956.987565563697
0.95,609,3213.24023910048
0.95,764,2588.283845965633
0.95,104,1575.8444515073747
0.95,588,1563.7470311884254
0.95,1039,1608.0560934491386
0.95,799,1563.6949345792264
0.95,122,2030.5097068372272
0.95,780,1531.0521762446617
0.95,590,1624.5925557010094
0.95,858,1883.161366751463
0.95,336,1531.8751488572698
0.95,645,3072.339497600252
0.95,63,1646.214546853762
0.95,538,1956.987565563697
0.95,550,2362.6460514694345
0.95,1015,1989.4745946065884
0.95,1071,1485.5611675072369
0.95,94,1323.781862324499
0.95,213,1759.0940552626835
0.95,865,2282.0873057444796
0.95,546,1803.3055973872051
0.95,230,1605.4120870861911
0.95,345,1163.5462628435305
0.95,127,1565.037615958139
0.95,379,1826.292210138649
0.95,283,1628.3986998376345
0.95,1058,1311.412491147728
0.95,419,1939.2848429631213
0.95,71,2702.21838919358
0.95,447,1765.4466856260628
0.95,327,1492.8319460997545
0.95,326,1155.7499005125715
0.95,365,1956.987565563697
0.95,319,1587.7093644856168
0.95,310,1741.3913326621082
0.95,187,1567.553175325048
0.95,438,1765.4466856260628
0.95,663,1583.9032203489905
0.95,93,1298.1357242242227
0.95,994,1904.0739139281063
0.95,56,1530.2922304784174
0.95,132,1718.7195841346315
0.95,666,1720.7992643547777
0.95,391,1765.4466856260628
0.95,40,8867.16443399249
0.95,277,1718.7195841346315
0.95,641,3005.2017314510563
0.95,202,1718.7195841346315
0.95,1013,1996.9668895003938
0.95,618,7078.487929309794
0.95,24,5346.614666326606
0.95,54,4772.792712179574
0.95,801,1785.7910628857262
0.95,847,2589.8029494238353
0.95,340,1663.9285086585407
0.95,771,2222.061810000042
0.95,1023,2048.7808080005334
0.95,1062,1349.1721429488755
0.95,372,1765.5137905361435
