centile,observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
0.05,614,403.2372868044122,965.0481095285804,1317.9899706469184,432914.5921803656
0.05,521,714.6573012360988,2230.4709302656156,1582.8846463113978,447618.0306379649
0.05,15,954.3692995290828,1601.987007205974,1238.2691080871566,472212.0265724926
0.05,6,1058.7304592058158,2027.4791679966156,1315.5290434870976,466506.3764298112
0.05,374,562.8491636813127,472.90677384479204,1346.9088613170572,375205.539337525
0.05,289,369.122160026743,995.3058278686358,1311.2582347398582,426755.4653003319
0.05,454,571.138735283233,872.7195715424941,1348.2958861002994,385342.1538656604
0.05,840,345.4104297209036,1399.9303105997824,1560.442249378882,445294.6144428991
0.05,976,652.0518215966866,1266.6464049635406,1289.2140634903103,438391.6188263454
0.05,244,541.4919497483568,2316.6087943005095,1546.0366681646997,475852.35691493785
0.05,1066,274.59285990061073,2256.4967818646282,1571.219862589739,483112.4832558398
0.05,774,516.7144069664107,2363.1636821571346,1586.2612949298673,479868.9409098264
0.05,105,20.401157628015426,962.0870748982525,1275.0113312217486,404153.4814502432
0.05,565,341.07571834880184,769.7360806211218,1438.73491849952,389137.84262507845
0.05,1058,107.84776204745071,1176.270288456416,1345.7384564675635,440205.4399963273
0.05,243,541.4919497483568,2316.6087943005095,1546.0366681646997,475852.35691493785
0.05,735,-407.2663498271845,2780.30251110494,1503.7878141902315,423278.2931918624
0.05,865,1160.2963346883678,2449.20070117852,1447.6587353883954,420169.16036678443
0.05,892,652.0518215966866,1266.6464049635406,1289.2140634903103,438391.6188263454
0.05,473,571.2745453113652,811.2053575846976,1346.6782021471265,383244.83735879906
0.05,391,568.0496821342485,953.1216814239297,1352.4744165434977,389618.89340349234
0.05,724,-674.8809831366095,2003.394351942029,1244.3296182101549,369978.3152933677
0.05,510,570.1728289901906,920.834232819303,1350.4475034131324,387466.39676375024
0.05,287,386.68050760788526,1012.7895219868278,1313.0233787331351,420104.61460365384
0.05,181,533.2881267097362,2290.138770828513,1543.4336085010364,478103.7518381263
0.05,444,550.4913345531093,935.6379873057613,1350.7092725502175,396269.7441001705
0.05,247,521.9366668798967,2241.4193738528093,1537.8696409277097,480390.3777570621
0.05,827,352.4492600246215,757.2280063369335,1347.6426891819394,418084.70900669746
0.05,284,383.004411082257,1027.13166034391,1314.2141425025861,422287.75484541006
0.05,305,541.4919497483568,2316.6087943005095,1546.0366681646997,475852.35691493785
0.05,466,714.6573012360988,2230.4709302656156,1582.8846463113978,447618.0306379649
0.05,711,74.66488343095875,-255.7173038072251,1285.704263301683,375660.61687092524
0.05,834,355.0442006549531,913.9911514130945,1348.4151927347957,422104.5717236439
0.05,591,23.09826426399036,1472.0714591824926,1605.4721456364118,455879.50324151
0.05,353,703.3058414062601,2181.7515332898747,1577.3206787380718,449904.6565569007
0.05,147,541.4919497483568,2316.6087943005095,1546.0366681646997,475852.35691493785
0.05,180,342.51774125843224,874.6857549018796,1296.4477614534908,431360.8446040816
0.05,544,539.1398747232702,886.9185903300213,1345.145304976893,398556.37001910596
0.05,158,521.9366668798967,2241.4193738528093,1537.8696409277097,480390.3777570621
0.05,440,558.6951575917311,962.1080107777252,1353.3123322138827,394018.3491769815
0.05,1017,636.0162263979502,685.9210299584611,1085.9584363539825,379660.30794801546
0.05,535,722.8611242747222,2256.940953737583,1585.487705975062,445366.63571477646
0.05,499,703.3058414062601,2181.7515332898747,1577.3206787380718,449904.6565569007
0.05,607,-647.8095473951751,2164.0428466479316,1308.7508462748872,400275.43517340976
0.05,677,222.6220239900074,1223.239469388036,1395.7279636605094,428305.9728619148
0.05,103,-101.77837070222495,-116.33212147200084,1301.3483496366644,383393.3734532196
0.05,320,389.90537078500313,870.873198147614,1307.227164336762,413730.55855895986
0.05,48,807.4010409667294,2049.0771093922294,1372.6547486900554,423185.3589463507
0.05,693,405.39535924289294,2239.0712607450187,1622.7483621461904,462530.1046895435
0.05,89,21.04688963496301,1034.777200610687,1275.9090844643795,406220.66868383146
0.05,263,369.122160026743,995.3058278686358,1311.2582347398582,426755.4653003319
0.05,712,-724.0267771884412,2310.980735985845,1219.7419998750115,367787.59081130836
0.05,796,256.73404893164343,-142.4641248716598,1370.1131661074683,401347.5045951858
0.05,330,147.13784320486525,2417.7333346551404,1536.813548463233,484655.5826042391
0.05,106,12.621508004911902,696.4786168707697,1276.139743634313,398181.370662557
0.05,755,-619.4226567634701,2739.495908046465,1198.7301550971736,375497.6274615243
0.05,1042,341.52675207473874,993.9181336359206,1348.6536222348604,426435.0437327759
0.05,786,351.5930204601691,726.1918164223807,1347.7634635068357,417386.12855009985
0.05,524,550.4913345531093,935.6379873057613,1350.7092725502175,396269.7441001705
0.05,1018,438.77402063723264,-256.5790972096138,1121.975023175361,361425.87629593967
0.05,922,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,265,357.7707001969038,946.5864308929249,1305.6942671665308,429042.0912192674
0.05,232,383.004411082257,1027.13166034391,1314.2141425025861,422287.75484541006
0.05,605,-647.8095473951751,2164.0428466479316,1308.7508462748872,400275.43517340976
0.05,932,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,226,377.3259830653634,1021.7758513406143,1313.8612944035194,424504.07037714333
0.05,382,703.3058414062601,2181.7515332898747,1577.3206787380718,449904.6565569007
0.05,364,722.8611242747222,2256.940953737583,1585.487705975062,445366.63571477646
0.05,953,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,914,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,533,571.2745453113652,811.2053575846976,1346.6782021471265,383244.83735879906
0.05,636,-517.5636010658475,4137.522322420079,1392.4625720418699,434415.2601332483
